legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib
Francesco,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di morte,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Padova,luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di morte,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Gino,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di morte,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di morte,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,,maschile,ca-359849,Architettura/Urbanistica,
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Angiolo,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di morte,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Roma,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di morte,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Roma,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Niglio, O. ""La fortuna critica di Giovannoni negli scritti e nelle opere di Angiolo Mazzoni in Colombia per il restauro architettonico e urbano della Candelaria di Bogotá"". In ""Gustavo Giovannoni e l'architetto integrale"". Atti del convegno internazionale. Roma: Accademia nazionale San Luca, 2019"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Forti, A. ""Angiolo Mazzoni, architetto tra fascismo e libertà"" Firenze: Edam, 1978"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"""Angiolo Mazzoni: architetto nell'Italia tra le due guerre"". Bologna: Comune di Bologna, Galleria d'arte moderna di Bologna, 1984"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"""Angiolo Mazzoni architetto di edifici pubblici, 1894-1979"". In: Pettenella, P. (a cura di) ""La stazione di Trento di Angiolo Mazzoni"". Milano: Electa, 1994. pp 83-86"
Mazzoni,,,person,Angiolo,Mazzoni,"Mazzoni, Angiolo, architetto,  (Bologna 1894 - Roma 1979)",SIUSA,,,1894 mag 21,1979 set 29,luogo di nascita,Bologna,luogo di nascita,Bologna,Architetto,,,,maschile,ca-359851,Architettura/Urbanistica,"Giacumacatos, A. ""Mazzoni Angiolo"". In: Godoli, E. (a cura di) ""Il Dizionario del Futurismo"". Firenze: Vallecchi editore - Mart, 2001, pp. 721-723"
Perghem Gelmi,,,person,Michelangelo,Perghem Gelmi,"Perghem Gelmi, Michelangelo, ingegnere, (Innsbruck 1911 - Trento 1992)",SIUSA,,,1911 dic 11,1992 ago 01,luogo di nascita,Innsbruck,luogo di nascita,Innsbruck,Ingegnere,,,,maschile,ca-359852,Architettura/Urbanistica,"Pola, M. (a cura di), “Perghem”. Trento: Temi, 1972"
Perghem Gelmi,,,person,Michelangelo,Perghem Gelmi,"Perghem Gelmi, Michelangelo, ingegnere, (Innsbruck 1911 - Trento 1992)",SIUSA,,,1911 dic 11,1992 ago 01,luogo di nascita,Innsbruck,luogo di nascita,Innsbruck,Ingegnere,,,,maschile,ca-359852,Architettura/Urbanistica,"Pola, M. (a cura di), “Perghem”. Trento: Temi, 1972"
Michelangelo,,,person,Michelangelo,Perghem Gelmi,"Perghem Gelmi, Michelangelo, ingegnere, (Innsbruck 1911 - Trento 1992)",SIUSA,,,1911 dic 11,1992 ago 01,luogo di nascita,Innsbruck,luogo di nascita,Innsbruck,Ingegnere,,,,maschile,ca-359852,Architettura/Urbanistica,"Pola, M. (a cura di), “Perghem”. Trento: Temi, 1972"
"Perghem Gelmi, Michelangelo, ingegnere, (Innsbruck 1911 - Trento 1992)",,,person,Michelangelo,Perghem Gelmi,"Perghem Gelmi, Michelangelo, ingegnere, (Innsbruck 1911 - Trento 1992)",SIUSA,,,1911 dic 11,1992 ago 01,luogo di nascita,Innsbruck,luogo di nascita,Innsbruck,Ingegnere,,,,maschile,ca-359852,Architettura/Urbanistica,"Pola, M. (a cura di), “Perghem”. Trento: Temi, 1972"
Perghem Gelmi,,,person,Michelangelo,Perghem Gelmi,"Perghem Gelmi, Michelangelo, ingegnere, (Innsbruck 1911 - Trento 1992)",SIUSA,,,1911 dic 11,1992 ago 01,luogo di nascita,Innsbruck,luogo di nascita,Innsbruck,Ingegnere,,,,maschile,ca-359852,Architettura/Urbanistica,"Pola, M. (a cura di), “Perghem”. Trento: Temi, 1972"
